#,Category,Brand Name,Program Name,Direct Sign-Up URL,Free to Join (Yes/No),Notes,Sign_Up_Type,Required_Fields,Auto_Signup_Feasible,Reward_on_Signup,Barriers  
1037,Adoption & Animal Welfare,AKC Rescue,AKC Rescue Network,https://www.akc.org/akc-rescue-network,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1038,Books & Education,Amazon Kindle,Kindle Owners,https://www.amazon.com/kindle-dbs/manage,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1039,Books & Education,Audible,Audible Free,https://www.audible.com,Yes,Free trials,Full Registration,"email, name, phone",Yes,None noted,None noted  
1040,Books & Education,Scribd,Scribd Free,https://www.scribd.com,Yes,Free tier,Full Registration,"email, name, phone",Yes,None noted,None noted  
1041,Books & Education,Libby,Libby,https://libbyapp.com,Yes,Free library,Full Registration,"email, name, phone",Yes,None noted,None noted  
1042,Books & Education,OverDrive,OverDrive,https://www.overdrive.com,Yes,Free library,Full Registration,"email, name, phone",Yes,None noted,None noted  
1043,Books & Education,Hoopla,Hoopla,https://www.hoopladigital.com,Yes,Free library,Full Registration,"email, name, phone",Yes,None noted,None noted  
1044,Books & Education,Kanopy,Kanopy,https://www.kanopy.com,Yes,Free library,Full Registration,"email, name, phone",Yes,None noted,None noted  
1045,Books & Education,Project Gutenberg,Gutenberg,https://www.gutenberg.org,Yes,Free ebooks,Full Registration,"email, name, phone",Yes,None noted,None noted  
1046,Books & Education,LibriVox,LibriVox,https://librivox.org,Yes,Free audiobooks,Full Registration,"email, name, phone",Yes,None noted,None noted  
1047,Books & Education,Open Library,Open Library,https://openlibrary.org,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1048,Books & Education,BookBub,BookBub,https://www.bookbub.com,Yes,Free deals,Full Registration,"email, name, phone",Yes,None noted,None noted  
1049,Books & Education,Goodreads,Goodreads,https://www.goodreads.com,Yes,Free social,Full Registration,"email, name, phone",Yes,None noted,None noted  
1050,Travel & Airlines,Southwest Airlines,Rapid Rewards,https://www.southwest.com/rapid-rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1051,Travel & Airlines,Delta Airlines,SkyMiles,https://www.delta.com/skymiles,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1052,Travel & Airlines,American Airlines,AAdvantage,https://www.aa.com/aadvantage-program/main,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1053,Travel & Airlines,United Airlines,MileagePlus,https://www.united.com/ual/en/us/mileageplus,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1054,Travel & Airlines,JetBlue,TrueBlue,https://www.jetblue.com/trueblue,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1055,Travel & Airlines,Alaska Airlines,Mileage Plan,https://www.alaskaair.com/mileage-plan,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1056,Travel & Airlines,Spirit Airlines,Free Spirit,https://www.spirit.com/free-spirit,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1057,Travel & Airlines,Frontier Airlines,Frontier Miles,https://www.flyfrontier.com/miles,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1058,Travel & Airlines,Hawaiian Airlines,HawaiianMiles,https://www.hawaiianairlines.com/miles,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1059,Travel & Airlines,Hilton,Hilton Honors,https://www.hilton.com/en/hilton-honors,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1060,Travel & Airlines,Marriott,Marriott Bonvoy,https://www.marriott.com/loyalty.mi,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1061,Travel & Airlines,Hyatt,World of Hyatt,https://www.hyatt.com/en-US/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1062,Travel & Airlines,IHG Hotels,IHG Rewards,https://www.ihg.com/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1063,Travel & Airlines,Choice Hotels,Choice Privileges,https://www.choicehotels.com/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1064,Travel & Airlines,Wyndham Hotels,Wyndham Rewards,https://www.wyndhamrewards.com,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1065,Car Rental,Hertz,Hertz Gold Plus Rewards,https://www.hertz.com/rentacar/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1066,Car Rental,Enterprise,Enterprise Plus,https://www.enterprise.com/en_US/enterprise-plus.html,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1067,Car Rental,Avis,Avis Preferred,https://www.avis.com/en_US/loyalty/avis-preferred.html,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1068,Car Rental,Budget,Budget Fastbreak,https://www.budget.com/en_US/loyalty/fastbreak.html,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1069,Car Rental,National,Emerald Club,https://www.nationalcar.com/en_US/loyalty/emerald-club.html,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1070,Car Rental,Alamo,Alamo Insider,https://www.alamo.com/en_US/loyalty/alamo-insider.html,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1071,Car Rental,Thrifty,Thrifty Blue Chip,https://www.thrifty.com/en_US/loyalty/blue-chip.html,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1072,Car Rental,Dollar,Dollar Express,https://www.dollar.com/en_US/loyalty/express.html,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1073,Car Rental,Sixt,Sixt Express,https://www.sixt.com/loyalty/sixt-express,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1074,Luxury Brands,Bottega Veneta,Bottega Veneta Newsletter,https://www.bottegaveneta.com/en_us,Yes,Free newsletter,Email Only,email,Yes,None noted,None noted  
1075,Luxury Brands,Gucci,Gucci Newsletter,https://www.gucci.com/us/en/news,Yes,Exclusive access,Email Only,email,Yes,None noted,None noted  
1076,Luxury Brands,Prada,Prada Communication,https://www.prada.com/us/en,Yes,Free newsletter,Email Only,email,Yes,None noted,None noted  
1077,Luxury Brands,Versace,Versace Rewards,https://www.versace.com/us/en/rewards,Yes,,Email Only,email,Yes,None noted,None noted  
1078,Luxury Brands,Dolce & Gabbana,D\&G Newsletter,https://www.dolcegabbana.com/en-us,Yes,,Email Only,email,Yes,None noted,None noted  
1079,Luxury Brands,Fendi,Fendi ICON,https://www.fendi.com/us/icon,Yes,,Email Only,email,Yes,None noted,None noted  
1080,Luxury Brands,Salvatore Ferragamo,Ferragamo Newsletter,https://www.ferragamo.com,Yes,,Email Only,email,Yes,None noted,None noted  
1081,Luxury Brands,Moschino,Moschino Newsletter,https://www.moschino.com,Yes,Free newsletter,Email Only,email,Yes,None noted,None noted  
1082,Luxury Brands,Roberto Coin,Roberto Coin Club,https://www.robertocoin.com/loyalty,Yes,,Email Only,email,Yes,None noted,None noted  
1083,Luxury Brands,Pomellato,Pomellato Newsletter,https://www.pomellato.com,Yes,Free newsletter,Email Only,email,Yes,None noted,None noted  
1084,Luxury Brands,Buccellati,Buccellati Newsletter,https://www.buccellati.com,Yes,,Email Only,email,Yes,None noted,None noted  
1085,Luxury Brands,Damiani,Damiani Newsletter,https://www.damiani.com,Yes,,Email Only,email,Yes,None noted,None noted  
1086,Luxury Brands,Chaumet,Chaumet Newsletter,https://www.chaumet.com,Yes,,Email Only,email,Yes,None noted,None noted  
1087,Luxury Brands,Boucheron,Boucheron Newsletter,https://www.boucheron.com,Yes,Free newsletter,Email Only,email,Yes,None noted,None noted  
1088,Luxury Brands,Dior,Dior Joy,https://www.dior.com/en_us/dior-joy,Yes,,Email Only,email,Yes,None noted,None noted  
1089,Luxury Brands,Chanel,Chanel Newsletter,https://www.chanel.com/us,Yes,,Email Only,email,Yes,None noted,None noted  
1090,Luxury Brands,Hermès,Hermès Newsletter,https://www.hermes.com/us/en,Yes,Free newsletter,Email Only,email,Yes,None noted,None noted  
1091,Luxury Brands,Louis Vuitton,LV Newsletter,https://us.louisvuitton.com/eng-us/stories,Yes,,Email Only,email,Yes,None noted,None noted  
1092,Luxury Brands,Givenchy,Givenchy Newsletter,https://www.givenchy.com/us/en,Yes,Free newsletter,Email Only,email,Yes,None noted,None noted  
1093,Luxury Brands,YSL,YSL Beauty Club,https://www.ysl.com/us,Yes,,Email Only,email,Yes,None noted,None noted  
1094,Luxury Brands,Lanvin,Lanvin Newsletter,https://www.lanvin.com,Yes,Free newsletter,Email Only,email,Yes,None noted,None noted  
1095,Jewelry & Watches,Mikimoto,Mikimoto Rewards,https://www.mikimoto.com/us/loyalty-program,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1096,Jewelry & Watches,Tasaki,Tasaki Newsletter,https://www.tasaki.co.jp,Yes,Free newsletter,Email Only,email,Yes,None noted,None noted  
1097,Jewelry & Watches,Grand Seiko,Grand Seiko Care,https://www.grandseiko.com/us_en/customer-service,Yes,Free warranty,Full Registration,"email, name, phone",Yes,None noted,None noted  
1098,Jewelry & Watches,Casio,Casio Watch Care,https://www.casio.com/us/watches,Yes,Free warranty,Full Registration,"email, name, phone",Yes,None noted,None noted  
1099,Jewelry & Watches,Orient,Orient Care,https://www.orient-watch.com/customer-service,Yes,Free warranty,Full Registration,"email, name, phone",Yes,None noted,None noted  
1100,Jewelry & Watches,Citizen Eco-Drive,Citizen Eco-Drive,https://www.citizenwatch.com/us_en/eco-drive,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1101,Luxury Brands,Chow Tai Fook,CTF Club,https://www.chowtaifook.com,Yes,,Email Only,email,Yes,None noted,None noted  
1102,Luxury Brands,Luk Fook,Luk Fook VIP,https://www.lukfook.com,Yes,,Email Only,email,Yes,None noted,None noted  
1103,Luxury Brands,Tiancheng,Tiancheng Rewards,https://www.tiancheng.com,Yes,,Email Only,email,Yes,None noted,None noted  
1104,Luxury Brands,China Gold,China Gold Club,https://www.chinagold.com,Yes,,Email Only,email,Yes,None noted,None noted  
1105,Luxury Brands,Lao Feng Xiang,LFX Rewards,https://www.laofengxiang.com,Yes,,Email Only,email,Yes,None noted,None noted  
1106,Health & Wellness,GNC,GNC Rewards,https://www.gnc.com/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1107,Health & Wellness,Vitamin Shoppe,VS Rewards,https://www.vitaminshoppe.com/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1108,Health & Wellness,Whole Foods,Whole Foods 365,https://www.wholefoodsmarket.com/365,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1109,Health & Wellness,Natural Grocers,NG Rewards,https://www.naturalgrocers.com/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1110,Health & Wellness,CVS Health,CVS Health,https://www.cvs.com,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1111,Electronics & Tech,NVIDIA,NVIDIA GeForce Rewards,https://www.nvidia.com/en-us/geforce/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1112,Electronics & Tech,Intel,Intel Insider,https://www.intel.com/content/www/us/en/insider.html,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1113,Electronics & Tech,AMD,AMD Rewards,https://www.amd.com/en/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1114,Electronics & Tech,ASUS,ASUS Rewards,https://www.asus.com/us/Content.aspx?Content_Id=12819,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1115,Electronics & Tech,Acer,Acer Rewards,https://www.acer.com/us-en/rewards,Yes,,Full Registration,"email, name, phone",Yes,None noted,None noted  
1116,Luxury Brands,Louis Vuitton,LV Client Services,https://us.louisvuitton.com/eng-us/my-account,Yes,Ultra Luxury; Elite clienteling account,Email Only,email,Yes,None noted,None noted  
1117,Luxury Brands,Gucci,Gucci Osteria Club,https://www.gucci.com/us/en/my-account/login,Yes,Ultra Luxury; VIP membership portal,Email Only,email,Yes,None noted,None noted  
1118,Luxury Brands,Prada,Prada Account,https://www.prada.com/us/en/account.html,Yes,Ultra Luxury; Personal account / clienteling,Email Only,email,Yes,None noted,None noted  
1119,Luxury Brands,Chanel,Chanel Account,https://www.chanel.com/us/services,Yes,Ultra Luxury; VIP client services,Email Only,email,Yes,None noted,None noted  
1120,Luxury Brands,Hermès,Hermès Account,https://www.hermes.com/us/en/store/account,Yes,Ultra Luxury; Boutique loyalty program,Email Only,email,Yes,None noted,None noted  
1121,Luxury Brands,Dior,Dior Account,https://www.dior.com/en_us/account,Yes,Ultra Luxury; Beauty & fashion VIP tier,Email Only,email,Yes,None noted,None noted  
1122,Luxury Brands,Burberry,Burberry Account,https://us.burberry.com/login,Yes,Ultra Luxury; B-Series loyalty perks,Full Registration,"email, name, phone",Yes,None noted,None noted  
1123,Luxury Brands,Versace,Versace Account,https://www.versace.com/us/en-us/login,Yes,Ultra Luxury; VIP client rewards,Email Only,email,Yes,None noted,None noted  
1124,Luxury Brands,Balenciaga,Balenciaga Account,https://www.balenciaga.com/en-us/login,Yes,Ultra Luxury; Member account,Full Registration,"email, name, phone",Yes,None noted,None noted  
1125,Luxury Brands,Saint Laurent,YSL Account,https://www.ysl.com/us/en-us/account,Yes,Ultra Luxury; YSL clienteling,Full Registration,"email, name, phone",Yes,None noted,None noted  
1126,Luxury Brands,Bottega Veneta,BV Account,https://www.bottegaveneta.com/en-us/account,Yes,Ultra Luxury; VIP services,Email Only,email,Yes,None noted,None noted  
1127,Luxury Brands,Valentino,Valentino Account,https://www.valentino.com/en-us/account.html,Yes,Ultra Luxury; Client loyalty,Full Registration,"email, name, phone",Yes,None noted,None noted  
1128,Luxury Brands,Givenchy,Givenchy Account,https://www.givenchy.com/en-us/account,Yes,Ultra Luxury; Client account,Email Only,email,Yes,None noted,None noted  
1129,Luxury Brands,Alexander McQueen,McQueen Account,https://www.alexandermcqueen.com/en-us/account,Yes,Ultra Luxury; VIP tier,Full Registration,"email, name, phone",Yes,None noted,None noted  
1130,Luxury Brands,Moncler,Moncler Account,https://www.moncler.com/en-us/account,Yes,Ultra Luxury; Privileged membership,Full Registration,"email, name, phone",Yes,None noted,None noted  
1131,Luxury Brands,Stone Island,Stone Island Account,https://www.stoneisland.com/us/login,Yes,Ultra Luxury; Member benefits,Full Registration,"email, name, phone",Yes,None noted,None noted  
1132,Luxury Brands,Off-White,Off-White Account,https://www.off---white.com/en-us/account,Yes,Ultra Luxury; Exclusive drops access,Full Registration,"email, name, phone",Yes,None noted,None noted  
1133,Luxury Brands,Brunello Cucinelli,BC Account,https://www.brunellocucinelli.com/en-us/account,Yes,Ultra Luxury; Artisan client services,Full Registration,"email, name, phone",Yes,None noted,None noted  
1134,Luxury Brands,Tom Ford,Tom Ford Account,https://www.tomford.com/account,Yes,Ultra Luxury; VIP client portal,Full Registration,"email, name, phone",Yes,None noted,None noted  
1135,Luxury Brands,Ermenegildo Zegna,Zegna Account,https://www.zegna.com/us-en/account,Yes,Ultra Luxury; Bespoke loyalty,Full Registration,"email, name, phone",Yes,None noted,None noted  
1136,Luxury Brands,Loro Piana,LP Account,https://www.loropiana.com/en/account,Yes,Ultra Luxury; Cashmere VIP,Full Registration,"email, name, phone",Yes,None noted,None noted  
1137,Luxury Brands,Fendi,Fendi Account,https://www.fendi.com/en-us/account,Yes,Ultra Luxury; FF Member Club,Email Only,email,Yes,None noted,None noted  
1138,Luxury Brands,Loewe,Loewe Account,https://www.loewe.com/en-us/account.html,Yes,Ultra Luxury; Craft loyalty,Full Registration,"email, name, phone",Yes,None noted,None noted  
1139,Luxury Brands,Celine,Celine Account,https://www.celine.com/en-us/account.html,Yes,Ultra Luxury; VIP services,Full Registration,"email, name, phone",Yes,None noted,None noted  
1140,Luxury Brands,Kenzo,Kenzo Account,https://www.kenzo.com/en-us/account,Yes,Ultra Luxury; Artist loyalty,Full Registration,"email, name, phone",Yes,None noted,None noted  
1141,Luxury Brands,Marni,Marni Account,https://www.marni.com/en-us/account,Yes,Ultra Luxury; Artisan loyalty,Full Registration,"email, name, phone",Yes,None noted,None noted  
1142,Luxury Brands,Maison Margiela,MM6 Account,https://www.maisonmargiela.com/us/maison-margiela/account,Yes,Ultra Luxury; Deconstructed loyalty,Full Registration,"email, name, phone",Yes,None noted,None noted  
1143,Luxury Brands,Acne Studios,Acne Account,https://www.acnestudios.com/us/en/account,Yes,Ultra Luxury; Scandi loyalty,Full Registration,"email, name, phone",Yes,None noted,None noted  
